Year,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2017,Wellington,3 Other,33 Retail,337 Shopping Complex,21
2017,Wellington,3 Other,33 Retail,338 Car Sales Yard,12
2017,Wellington,3 Other,33 Retail,339 Milkbar,3
2017,Wellington,3 Other,34 Wholesale,341 Any Wholesale,3
2017,Wellington,3 Other,35 Warehousing/storage,351 Warehousing/Storage,29
2017,Wellington,3 Other,36 Manufacturing,361 Factory,19
2017,Wellington,3 Other,36 Manufacturing,362 Any Manufacturing,1
2017,Wellington,3 Other,37 Agricultural,371 Farmland/Agricultural,32
2017,Wellington,3 Other,37 Agricultural,373 Other Agricultural,12
2017,Wellington,3 Other,38 Recreational,381 Licensed Premises,90
2017,Wellington,3 Other,38 Recreational,382 Tab,1
2017,Wellington,3 Other,38 Recreational,383 Cinema,1
2017,Wellington,3 Other,38 Recreational,384 Sport Area/Facility,24
2017,Wellington,3 Other,38 Recreational,385 Gaming Venue,7
2017,Wellington,3 Other,38 Recreational,386 Other Rec./Sports,19
2017,Wellington,3 Other,39 Other location,392 Other Location (Not Elsewhere),69
2017,Wellington,3 Other,39 Other location,393 Construction Site,2
2017,West Wimmera,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1
2017,West Wimmera,1 Residential,11 Dwelling - private,112 House,55
2017,West Wimmera,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2017,West Wimmera,1 Residential,11 Dwelling - private,117 Farm House,2
2017,West Wimmera,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2017,West Wimmera,1 Residential,13 Grounds/surrounding land,132 Backyard,5
2017,West Wimmera,1 Residential,13 Grounds/surrounding land,133 Frontyard,6
2017,West Wimmera,1 Residential,13 Grounds/surrounding land,134 Garage,1
2017,West Wimmera,1 Residential,13 Grounds/surrounding land,135 Shed,1
2017,West Wimmera,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2017,West Wimmera,2 Community,21 Education,211 School,3
2017,West Wimmera,2 Community,22 Health,221 Hospital,2
2017,West Wimmera,2 Community,23 Religious,231 Church,3
2017,West Wimmera,2 Community,24 Public Transport,242 Train Station,1
2017,West Wimmera,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2017,West Wimmera,2 Community,24 Public Transport,246 Depot/Terminal,1
2017,West Wimmera,2 Community,25 Other Transport,251 Private Car,1
2017,West Wimmera,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2017,West Wimmera,2 Community,26 Justice,261 Police Station,5
2017,West Wimmera,2 Community,27 Open Space,271 Parkland/Reserve,9
2017,West Wimmera,2 Community,27 Open Space,272 Rural,1
2017,West Wimmera,2 Community,27 Open Space,275 Other Open Space,2
2017,West Wimmera,2 Community,28 Street/footpath,281 Street/Lane/Footpath,23
2017,West Wimmera,2 Community,29 Other community location,291 Cemetery,2
2017,West Wimmera,2 Community,29 Other community location,292 Civic Centre,1
2017,West Wimmera,3 Other,31 Admin/professional,311 Business Office,1
2017,West Wimmera,3 Other,32 Financial,321 Bank,43
2017,West Wimmera,3 Other,33 Retail,3311 Restaurant/Fastfood,1
2017,West Wimmera,3 Other,33 Retail,3312 Other Retail,1
2017,West Wimmera,3 Other,33 Retail,332 Service Station,4
2017,West Wimmera,3 Other,33 Retail,335 Supermarket,1
2017,West Wimmera,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2017,West Wimmera,3 Other,37 Agricultural,371 Farmland/Agricultural,6
2017,West Wimmera,3 Other,37 Agricultural,373 Other Agricultural,2
2017,West Wimmera,3 Other,38 Recreational,381 Licensed Premises,3
2017,West Wimmera,3 Other,38 Recreational,384 Sport Area/Facility,3
2017,West Wimmera,3 Other,39 Other location,392 Other Location (Not Elsewhere),1
2017,Whitehorse,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,454
2017,Whitehorse,1 Residential,11 Dwelling - private,112 House,2028
2017,Whitehorse,1 Residential,11 Dwelling - private,113 Bungalow,12
2017,Whitehorse,1 Residential,11 Dwelling - private,116 Ministry Of Housing,64
2017,Whitehorse,1 Residential,11 Dwelling - private,117 Farm House,1
2017,Whitehorse,1 Residential,12 Dwelling  - non-private,121 Boarding House,24
2017,Whitehorse,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2017,Whitehorse,1 Residential,12 Dwelling  - non-private,124 Nursing Home,21
2017,Whitehorse,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,13
2017,Whitehorse,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,7
2017,Whitehorse,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2017,Whitehorse,1 Residential,13 Grounds/surrounding land,132 Backyard,22
2017,Whitehorse,1 Residential,13 Grounds/surrounding land,133 Frontyard,125
2017,Whitehorse,1 Residential,13 Grounds/surrounding land,134 Garage,87
2017,Whitehorse,1 Residential,13 Grounds/surrounding land,135 Shed,5
2017,Whitehorse,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,32
2017,Whitehorse,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),24
2017,Whitehorse,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,342
2017,Whitehorse,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,40
2017,Whitehorse,2 Community,21 Education,211 School,49
2017,Whitehorse,2 Community,21 Education,212 School Grounds,46
2017,Whitehorse,2 Community,21 Education,213 Other Educational,24
2017,Whitehorse,2 Community,22 Health,221 Hospital,22
2017,Whitehorse,2 Community,22 Health,222 Medical Centre,23
2017,Whitehorse,2 Community,22 Health,224 Other Health,18
2017,Whitehorse,2 Community,23 Religious,231 Church,42
2017,Whitehorse,2 Community,23 Religious,232 Other religious,6
2017,Whitehorse,2 Community,24 Public Transport,241 Train,13
2017,Whitehorse,2 Community,24 Public Transport,242 Train Station,136
2017,Whitehorse,2 Community,24 Public Transport,243 Railway Carpark,34
2017,Whitehorse,2 Community,24 Public Transport,244 Tram/Tram Stop,31
2017,Whitehorse,2 Community,24 Public Transport,245 Bus/Bus Stop,27
2017,Whitehorse,2 Community,24 Public Transport,249 Taxi,5
2017,Whitehorse,2 Community,25 Other Transport,251 Private Car,25
2017,Whitehorse,2 Community,25 Other Transport,255 Carpark (Single Level),235
2017,Whitehorse,2 Community,25 Other Transport,256 Carpark (Multi Level),60
2017,Whitehorse,2 Community,25 Other Transport,257 Other Transport Type/Area,13
2017,Whitehorse,2 Community,26 Justice,261 Police Station,42
2017,Whitehorse,2 Community,26 Justice,262 Court,5
2017,Whitehorse,2 Community,26 Justice,264 Youth Training Centre,1
2017,Whitehorse,2 Community,26 Justice,265 Other Justice Facility,4
2017,Whitehorse,2 Community,26 Justice,269 Other Justice (nec),2
2017,Whitehorse,2 Community,27 Open Space,271 Parkland/Reserve,54
2017,Whitehorse,2 Community,27 Open Space,273 Vacant Block,1
2017,Whitehorse,2 Community,27 Open Space,275 Other Open Space,8
2017,Whitehorse,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1467
